date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:35:11	128119/128119	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://cdn1.aptoide.com/imgs/a/b/1/ab18a579cc2896958713801697a75177.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/imgs/a/b/1/ab18a579cc2896958713801697a75177.png	(from )
03:35:13	86465/86465	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://cdn1.aptoide.com/imgs/c/3/8/c38a8ea5c777cc145ae7c911393437df.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/imgs/c/3/8/c38a8ea5c777cc145ae7c911393437df.png	(from )
03:35:13	658/658	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202013%2000:14:12%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/good.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/good.png	(from )
03:35:13	734/734	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2019:26:24%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/license.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/license.png	(from )
03:35:14	758/758	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2019:30:52%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/fake.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/fake.png	(from )
03:35:14	1355/1355	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202013%2000:14:14%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/freeze.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/freeze.png	(from )
03:35:15	1370/1370	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202013%2000:41:55%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/virus.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/virus.png	(from )
03:35:15	27260/27260	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202013%2002:33:47%20GMT	http://cdn1.aptoide.com/imgs/2/6/9/269002c9d7ac31882af14953778eb48b_140x233.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/imgs/2/6/9/269002c9d7ac31882af14953778eb48b_140x233.png	(from )
03:35:16	6000/6000	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2009:07:25%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/logo-certified-virus-free.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/logo-certified-virus-free.png	(from )
03:35:16	2942/2942	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202013%2019:28:07%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/Facebook-icon.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/Facebook-icon.png	(from )
03:35:16	3576/3576	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202013%2000:26:59%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/Twitter-icon.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/Twitter-icon.png	(from )
03:35:16	20/20	---M--	200	added ('OK')	text/plain	etag:%222dfaba-0-4df817b15fa11%22	http://www.aptoide.com/robots.txt		(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:16	168/168	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/includes/themes/default/images/twitter-follow_me-a-clear.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/twitter-follow_me-a-clear.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:17	20/20	---M--	200	added ('OK')	text/plain	etag:%222dfaba-0-4df817b15fa11%22	http://www.aptoide.com/robots.txt		(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:17	1301/1301	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/imgs/2/f/0/2f0199181015dfbd3e9e531c242b0a74.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/imgs/2/f/0/2f0199181015dfbd3e9e531c242b0a74.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:17	7005/7005	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/includes/themes/default/images/botao_install.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/botao_install.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:17	13017/13017	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/includes/themes/default/images/aptoide_new_install.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/aptoide_new_install.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:18	146/146	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202013%2016:42:53%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/button1.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/button1.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:18	513/513	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/includes/themes/default/images/apk-qrcode.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/apk-qrcode.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:18	152/152	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202013%2016:42:57%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/button1_hover.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/button1_hover.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:18	25640/25640	URF---	200	added ('OK%20(cached)')	image/png		http://cdn1.aptoide.com/includes/themes/default/images/aptoide-01.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/aptoide-01.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:18	190/190	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202013%2002:35:19%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/button2.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/button2.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:18	196/196	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202013%2016:42:58%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/button2_hover.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/button2_hover.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:18	215/215	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202013%2016:43:00%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/button3.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/button3.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
03:35:19	219/219	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Sep%202013%2002:35:20%20GMT	http://cdn1.aptoide.com/includes/themes/default/images/button3_hover.png	/home/brutus/websites/IMC%20Dummy/cdn1.aptoide.com/includes/themes/default/images/button3_hover.png	(from http://apps.store.aptoide.com/app/market/br.com.calculoimc.app/15/3480360/C%C3%A1lculo%20IMC)
